economy,item,unit,item_code_new,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
04_CHL,pulp_chemical_production,tonnes,13_9_pulp_paper_and_printing,631500,618000,552000,656000,682000,679000,692000,709000,727000,680000,732000,932000,1499000,1682000,1769000,1929000,1932000,1868000,1980000,2064000,2220000,2282000,2278000,2314000,2831000,2758000,2971000,4181000,4486000,4490000,3644000,4411000,4632000,4793000,4894500,4806200,4859600,4921000,5053100
05_PRC,pulp_chemical_production,tonnes,13_9_pulp_paper_and_printing,998000,1035000,985000,991000,1057000,1200000,1334000,1329000,1394000,1417000,1365000,1388633,1421414,1555375,1766568,1724617,1156135,1736457,1749017,1698393,1765459,1790201,1790201,1790201,1790201,1803201,3354201,4147201,4513201,3305201,4875201,6127201,5899201,6610201,7419201,7459201,7849201,8194201,9267201
06_HKC,pulp_chemical_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_INA,pulp_chemical_production,tonnes,13_9_pulp_paper_and_printing,46000,50000,55000,69000,52000,89000,89000,73000,73000,359000,593000,634000,873000,1063000,1500000,1853000,2266000,2684000,1816000,1646000,3626000,4049000,4049000,4049000,4049000,4049000,3300000,4900000,5371000,4687000,5438000,6178000,6328000,6400000,6395000,6745000,6887000,8263000,8263000
08_JPN,pulp_chemical_production,tonnes,13_9_pulp_paper_and_printing,6701000,5910000,6189000,6440000,6755000,6888000,6953000,7412000,7867000,8425000,8762000,9144000,8874000,8550000,8585000,9092000,9158000,9490000,9152000,9315000,9792000,9245000,9258000,9215000,9349000,9490000,9572000,9713000,9649000,7714000,8619000,8265000,7926000,8082000,8302000,8132000,8048000,8184000,8077000
09_ROK,pulp_chemical_production,tonnes,13_9_pulp_paper_and_printing,30000,69000,108000,116000,121000,129000,144000,147000,155000,156000,159000,160000,162000,305000,361000,373000,396000,394000,249000,413000,419000,427000,419000,415000,428000,411000,426000,338000,425000,361000,402000,447000,450000,450000,517000,441000,450000,437000,499000
10_MAS,pulp_chemical_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102000,91000,112000,119000,123000,145000,145000,145000,145000,145000,145000,145000,145000,145000,145000,145000,145000,145000,235000,131000,131000,131000,131000
11_MEX,pulp_chemical_production,tonnes,13_9_pulp_paper_and_printing,396000,410000,425000,395000,440000,471000,429000,446000,546000,414000,393000,359000,280000,209000,160000,279000,324000,303000,410000,307000,297000,139000,136000,142000,158000,145000,142000,138000,143000,135000,145000,138000,139000,125000,107000,136000,135000,125000,125000
12_NZ,pulp_chemical_production,tonnes,13_9_pulp_paper_and_printing,540000,619000,578000,551000,551000,541000,512000,511000,582000,626000,611000,676000,571000,670000,665000,675000,606000,647000,624000,681000,754000,679000,685000,595000,720000,705000,707000,753000,766000,720000,784000,860000,842000,769000,832325,781624,762214,687246,765423
13_PNG,pulp_chemical_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14_PE,pulp_chemical_production,tonnes,13_9_pulp_paper_and_printing,6700,3500,1000,1000,1000,73000,73000,73000,73000,73000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15_RP,pulp_chemical_production,tonnes,13_9_pulp_paper_and_printing,105000,93000,89000,106000,122000,122000,110000,110000,110000,103000,103000,113000,98000,90000,79000,94000,94000,94000,94000,145000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,0,0,0,0,0,0,0
16_RUS,pulp_chemical_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,4444000,3314000,2592000,3352000,2565000,2495000,2722000,3583000,4195000,4436900,4756000,4915000,5015000,5145000,5137000,5070000,5010000,4610000,4922000,5193000,5314000,5080000,5463000,5325000,5552000,6012000,6159000
17_SIN,pulp_chemical_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18_CT,pulp_chemical_production,tonnes,13_9_pulp_paper_and_printing,220000,257000,207000,216000,225000,261000,314000,331000,342000,377000,364000,363633,316414,284375,305568,364617,326135,346457,339017,368393,385459,370201,370201,370201,370201,370201,370201,370201,370201,370201,370201,370201,370201,370201,370201,370201,370201,370201,370201
19_THA,pulp_chemical_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64000,160000,385000,439000,489000,756000,764000,919000,919000,857000,857000,857000,933000,963000,755000,1014000,953000,941000,912000,948000,948000,870000,908000,924000,971000
20_USA,pulp_chemical_production,tonnes,13_9_pulp_paper_and_printing,36989008,37563016,35814008,38425008,40586008,39539000,42007008,43832016,44946008,45505000,46444000,48129000,48407008,47830000,54512000,50467000,49351000,50292000,49621913,48612000,48198474,45079714,45199438,45183113,46224347,46285117,45728219,46978973,44630023,41324053,43046219,43098064,42060040,40940100,42334000,42110000,42461999,42501700,42539598
21_VN,pulp_chemical_production,tonnes,13_9_pulp_paper_and_printing,0,0,15000,13000,16000,21000,26000,26000,26000,26000,19000,34300,40000,44000,44000,44000,44000,44000,44000,190000,200000,200000,200000,100000,121000,121000,79000,82000,82000,82000,100000,100000,110000,110000,110000,110000,110000,110000,110000
01_AUS,pulp_recovered_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1289000,1351000,1379000,1438000,1438000,1473000,1707000,1944000,2056000,2030000,2002000,1749000,1762000,1767000,1782000,1782000,1782000,1689000,1705820,1787100,1783000
02_BD,pulp_recovered_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03_CDA,pulp_recovered_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
04_CHL,pulp_recovered_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05_PRC,pulp_recovered_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16200000,19200000,23050000,28100000,33800000,40200000,44400000,49972000,53054000,56599000,59834000,59401000,61890000,63376000,63288000,63019000,63019000
06_HKC,pulp_recovered_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_INA,pulp_recovered_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08_JPN,pulp_recovered_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09_ROK,pulp_recovered_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_MAS,pulp_recovered_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11_MEX,pulp_recovered_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2846000,2892000,2931000,2889000,2889000,2889000,2889000,2889000,2889000,2889000,2889000,2889000,2889000,2889000
12_NZ,pulp_recovered_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260000,142000,245000,245000,341000,227000,222000,109000,109000,207000,207000
13_PNG,pulp_recovered_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14_PE,pulp_recovered_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15_RP,pulp_recovered_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16_RUS,pulp_recovered_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937000,1160000,1320000,1400000,1500000,1590000,1610000,1785000,1790000,1750000,1690000,1650000,1860000,1900000,1950000,1980000,2500000,2500000,100000,100000,100000
17_SIN,pulp_recovered_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18_CT,pulp_recovered_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19_THA,pulp_recovered_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2365000,2365000,2765000,2785000,2785000,2785000
20_USA,pulp_recovered_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,30000,30000,30000,30000,30000,30000,30000,30000,100000,130000,80000,130000,130000,130000,130000,130000,130000,130000
21_VN,pulp_recovered_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01_AUS,paper_news_production,tonnes,13_9_pulp_paper_and_printing,221000,246000,307000,376000,378000,354000,363000,361000,362000,362000,371000,395000,404000,433000,426000,444000,445000,421000,444000,405000,464000,465000,471000,499000,437000,443000,415000,411000,456000,444000,427000,439000,435000,405000,365000,325000,319000,327000,318000
02_BD,paper_news_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03_CDA,paper_news_production,tonnes,13_9_pulp_paper_and_printing,8625000,8946000,8117000,8486000,9014000,8991000,9289000,9660000,9970000,9678000,9069000,8977000,8931000,9165000,9321000,9226000,9015000,9205000,8581000,9204000,9221000,8373000,8455000,8487000,8180000,7770000,7122000,6640000,5993000,4378000,4639000,4382000,3874000,3972000,4018000,3500000,3342000,3056000,3001000
04_CHL,paper_news_production,tonnes,13_9_pulp_paper_and_printing,131000,131000,124000,155000,170000,172000,169000,180000,184000,167000,171000,171000,161000,185000,186000,206000,198000,184000,163000,225000,244000,276000,275000,344000,273000,362000,334000,306000,289000,292000,252000,282000,245000,167000,112400,96800,97500,116700,113100
05_PRC,paper_news_production,tonnes,13_9_pulp_paper_and_printing,374781,381000,403000,441000,437000,452000,456000,439000,443000,454000,475317,486317,584565,628925,721237,865414,955109,792756,824492,1076668,1536725,1768364,1880000,2099000,3029000,3220000,3780000,4531000,4628000,4827000,4327000,3927000,3827000,3627000,3277000,2977000,2627000,2377000,1927000
06_HKC,paper_news_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_INA,paper_news_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,63000,46000,122000,147000,147000,157000,151000,169000,195000,239000,243000,267000,390000,478000,532000,477000,511000,511000,556000,557000,557000,557000,557000,613000,642000,642000,650000,664000,664000,328971,312842,322195,314491,314491
08_JPN,paper_news_production,tonnes,13_9_pulp_paper_and_printing,2674000,2575000,2580000,2562000,2553000,2592000,2641000,2668000,3067000,3217000,3479000,3515000,3255000,2917000,2972000,3098000,3140000,3192000,3265000,3295000,3419000,3464000,3597000,3552000,3695000,3720000,3771000,3802000,3680000,3455000,3349000,3211000,3254000,3218000,3134000,2985000,2906000,2779000,2594000
09_ROK,paper_news_production,tonnes,13_9_pulp_paper_and_printing,249000,270000,244000,232000,220000,238000,273000,302000,368000,444000,522000,563000,613000,743000,874000,948000,1305000,1592000,1700000,1718000,1770000,1585000,1597000,1538000,1679000,1588000,1612000,1630000,1562000,1464000,1556000,1537000,1523000,1515000,1423000,1334000,1390000,1120000,986000
10_MAS,paper_news_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,2000,3000,2000,100000,250000,250000,250000,253000,253000,253000,250000,250000,250000,270000,270000,270000,270000,400000,300000,300000,300000,300000,300000
11_MEX,paper_news_production,tonnes,13_9_pulp_paper_and_printing,116000,129000,125000,157000,199000,260000,367000,351000,420000,420000,398000,401000,289000,216000,214000,265000,265000,305000,308000,250000,246000,239000,186000,193000,252000,256000,271000,234000,247000,222000,192000,251000,222000,152000,143000,128000,131000,76000,69000
12_NZ,paper_news_production,tonnes,13_9_pulp_paper_and_printing,319000,323000,322000,269000,242000,298000,212000,207000,255000,296000,295000,321000,379000,369000,372000,396000,379000,397000,393000,361000,378000,342000,351585,362130,379913,378181,307399,284451,288047,305639,297822,305677,268364,144520,143993,142929,145095,144570,150059
13_PNG,paper_news_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14_PE,paper_news_production,tonnes,13_9_pulp_paper_and_printing,30000,25000,25000,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15_RP,paper_news_production,tonnes,13_9_pulp_paper_and_printing,80000,82000,63000,71000,83000,56000,49000,168000,81000,71000,52000,100000,125000,110000,110000,138000,138000,138000,156000,174000,275000,258000,258000,293000,299000,299000,299000,299000,299000,299000,299000,170000,72000,55000,55000,55000,57000,53000,60000
16_RUS,paper_news_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,943000,845000,1038000,1457000,1245000,1195000,1395000,1622000,1694000,1731800,1714000,1814000,1978000,1984000,1993000,1979000,1987000,2006000,1963000,1929120,1820145,1585000,1636000,1489091,1469467,1438000,1527000
17_SIN,paper_news_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18_CT,paper_news_production,tonnes,13_9_pulp_paper_and_printing,54781,58000,51000,45000,24000,27000,42000,74000,106000,71000,83317,83317,64565,68925,81237,95414,55109,62756,84492,78668,86725,38364,30000,29000,29000,30000,30000,31000,28000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000
19_THA,paper_news_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39000,116000,125000,118000,118000,120000,122000,126000,126000,120000,131000,131000,135000,130000,133000,125000,147000,165000,125000,126000,126000,125000,125000,125000,125000
20_USA,paper_news_production,tonnes,13_9_pulp_paper_and_printing,4238000,4753000,4574000,4687000,5029000,4923000,5108000,5300000,5427000,5523000,6001000,6206000,6424000,6419000,6334000,6351000,6303000,6544000,6577000,6513000,6667773,5770572,5248036,5148246,5096537,4891515,4740015,4464233,4193893,2991880,3111000,2963757,2874000,2470251,1921000,1658000,1485000,1194713,958910
21_VN,paper_news_production,tonnes,13_9_pulp_paper_and_printing,0,0,5000,5000,5000,5000,5000,6400,6000,6000,9000,11500,10200,13000,16000,18000,18000,18000,36000,35000,36930,29011,25498,27000,35000,55637,61227,70425,99875,105976,91000,60000,60000,65000,65000,65000,65000,65000,65000
01_AUS,paper_writing_production,tonnes,13_9_pulp_paper_and_printing,210000,235000,193000,179000,222000,227000,255000,234000,333000,343000,406000,390000,304000,304000,348000,365000,351000,364000,424000,497000,535000,554000,503000,518000,560000,660000,663000,676000,706000,723000,524000,342000,358000,369000,391000,470000,513000,482000,456000
02_BD,paper_writing_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03_CDA,paper_writing_production,tonnes,13_9_pulp_paper_and_printing,1511000,1431000,1480000,1726000,1943000,2141000,2399000,2660000,2913000,3190000,3599000,3564000,3567000,4194000,4444000,4882000,4689000,4966000,5155000,5680000,6312896,6137000,6331000,6456000,7020000,6706000,6114000,5947000,5266000,4429000,4064000,3771000,3311000,3466000,3041000,3050000,2995000,2975000,3060000
04_CHL,paper_writing_production,tonnes,13_9_pulp_paper_and_printing,48000,52000,37000,53000,61000,63000,67000,64000,66000,66000,60000,75000,82000,86000,98000,70000,83000,116000,137000,158000,144000,111000,122000,81000,108000,93000,129000,118000,122000,69000,56000,67000,16000,6000,6100,17500,17900,0,9800
05_PRC,paper_writing_production,tonnes,13_9_pulp_paper_and_printing,1777715,1794000,1931000,2176000,2493000,3076000,3455000,4069000,4462000,4699000,4976651,5199000,5592565,3008706,4527559,4677463,6227070,6658720,6008747,7270135,8407821,8682162,11535000,12529000,13731000,14887000,17347000,19057000,20003000,21483000,23089000,25039000,25789000,25389000,25389000,25639000,25739000,26039000,25039000
06_HKC,paper_writing_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_INA,paper_writing_production,tonnes,13_9_pulp_paper_and_printing,121000,135000,161000,173000,205000,201000,250000,284000,341000,418000,504000,599000,735000,844000,992000,1061000,1236000,1510000,1855000,2733000,2818000,2697000,2697000,2697000,2697000,2697000,2697000,2697000,4496000,4701000,4701000,4761000,4862000,4862000,4074000,4062000,4202000,4526000,4526000
08_JPN,paper_writing_production,tonnes,13_9_pulp_paper_and_printing,4137000,3814000,4017000,4319000,4551000,4746000,4949000,6255000,7780000,8828000,9250000,9727000,9610000,9543000,9805000,10565000,10812000,11112000,10903000,11348000,11756000,11175000,11231000,11178000,11384000,11475000,11542000,11667000,11502000,9120000,9547000,8765000,8420000,8576000,8491000,8406000,8106000,8266000,7871000
09_ROK,paper_writing_production,tonnes,13_9_pulp_paper_and_printing,293000,303000,333000,416000,475000,483000,614000,689000,745000,777000,919000,919000,1040000,1116000,1350000,1439000,1640000,1813000,1625000,1876000,2014000,2134000,2295000,2311000,2475000,2439000,2756000,2559000,2416000,2288000,3030000,3166000,2558000,2557000,2265000,2134000,1938000,2367000,2680000
10_MAS,paper_writing_production,tonnes,13_9_pulp_paper_and_printing,1000,1000,3000,2000,3000,3000,3000,25000,25000,129000,130000,131000,201000,201000,159000,162000,145000,126000,123000,123000,165000,165000,165000,185000,150000,158000,136000,142000,172000,165000,165000,165000,276000,248000,150000,150000,150000,150000,150000
11_MEX,paper_writing_production,tonnes,13_9_pulp_paper_and_printing,526000,427000,390000,404000,509000,456000,452000,467000,605000,605000,528000,532000,545000,462000,402000,509000,509000,623000,625000,692000,670000,670000,732000,761000,759000,762100,735000,689000,700000,678000,655000,607000,604000,561000,561000,606000,592000,599000,589000
12_NZ,paper_writing_production,tonnes,13_9_pulp_paper_and_printing,33000,41000,37000,35000,38000,48000,46000,44000,47000,40000,38000,35000,17000,10000,14000,13000,13000,14000,12000,10000,11000,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13_PNG,paper_writing_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14_PE,paper_writing_production,tonnes,13_9_pulp_paper_and_printing,42400,68000,68000,37000,41000,49000,49000,56000,77000,93000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15_RP,paper_writing_production,tonnes,13_9_pulp_paper_and_printing,58000,40000,38000,39000,35000,31000,45000,29000,54000,28000,94000,95000,144000,103000,103000,154000,154000,154000,296000,296000,296000,296000,296000,296000,296000,296000,296000,296000,296000,296000,296000,260000,123000,163000,163000,163000,100000,106000,105000
16_RUS,paper_writing_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,845000,665000,430000,486000,433000,441000,474000,566000,575000,639000,507000,589000,607000,586000,601000,569000,525000,474000,518000,434000,425000,683257,980000,905000,825000,902118,965000
17_SIN,paper_writing_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18_CT,paper_writing_production,tonnes,13_9_pulp_paper_and_printing,236715,237000,233000,270000,293000,313000,390000,423000,458000,473000,490651,545000,606565,621706,683559,691463,627070,738720,724747,740135,707821,682162,535000,529000,531000,537000,547000,557000,503000,483000,489000,489000,489000,489000,489000,489000,489000,489000,489000
19_THA,paper_writing_production,tonnes,13_9_pulp_paper_and_printing,73000,73000,75000,75000,87000,103000,85000,94000,94000,95000,190000,186000,224000,256000,299000,381000,401000,529000,623000,612000,548000,638000,638000,920000,920000,920000,1271000,1221000,1010000,1123000,1183000,1192000,1126000,1149000,1149000,1126000,1254000,1259000,1181000
20_USA,paper_writing_production,tonnes,13_9_pulp_paper_and_printing,13829000,13958000,13898000,15405000,16348000,16468000,17628000,18596000,19588000,19319008,20092000,19872000,20281008,21511008,23323000,23042000,22553000,24331000,22651000,23221000,22991490,20915035,20917756,20282730,21410355,21051112,21089213,21488373,19836398,16253340,18412000,16963359,16139000,15468326,15363000,14527000,14405388,13546628,12012235
21_VN,paper_writing_production,tonnes,13_9_pulp_paper_and_printing,23000,23000,31000,30000,34000,38000,41000,37000,34000,34000,26000,58000,63000,67000,48000,55000,55000,55000,102000,75000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,360000,370000,428000,428000,428000,428000,428000,428000,428000
01_AUS,paper_paperboard_production,tonnes,13_9_pulp_paper_and_printing,999000,946000,965000,875000,920000,965000,978000,931000,1097000,1165000,1234000,1233000,1282000,1302000,1423000,1443000,1524000,1633000,1673000,1662000,1837000,1653000,1671000,2073000,2100000,2141000,2143000,2105000,2119000,2111000,2252000,2374000,2398000,2285000,2321000,2381000,2392000,2426038,2451000
02_BD,paper_paperboard_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03_CDA,paper_paperboard_production,tonnes,13_9_pulp_paper_and_printing,3254000,3458000,2811000,3141000,3265000,3316000,3571000,3724000,3756000,3687000,3798000,4018000,4087000,4198000,4583000,4605000,4860000,4948000,5139000,5396000,5387000,5324000,5287000,5021000,5262000,5022000,4953000,4780000,4530000,4016000,4052000,3904000,3571000,3736000,3716000,3750000,3574000,3927000,4081000
04_CHL,paper_paperboard_production,tonnes,13_9_pulp_paper_and_printing,177000,135000,145000,125000,150000,150000,152000,198000,199000,205000,231000,240000,265000,255000,269000,297000,399000,314000,297822,441000,473000,490000,619000,673000,787000,760000,768000,920000,968000,987000,1054000,1088000,1086000,1095000,1112800,1129900,1075300,989400,1078400
05_PRC,paper_paperboard_production,tonnes,13_9_pulp_paper_and_printing,4689800,4773000,5129000,5829000,6620000,7709000,8730000,9763000,10835000,11374000,11953846,12599846,14115679,18331721,20490143,22974390,23815250,24465496,25369872,25280414,25239610,26080121,28646000,32791000,37312000,42298000,48267000,54377000,59054000,63882000,69129000,74260000,76953000,76134000,80084000,82534000,84234000,86934000,81434000
06_HKC,paper_paperboard_production,tonnes,13_9_pulp_paper_and_printing,17000,17000,17000,32000,36000,40000,40000,40000,40000,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_INA,paper_paperboard_production,tonnes,13_9_pulp_paper_and_printing,110000,123000,168000,201000,198000,236000,315000,407000,486000,593000,777000,1005000,1359000,1561000,1823000,2121000,2618000,2922000,3154000,3713000,3682000,3787000,3787000,3787000,3969000,3969000,3969000,4473000,4622000,4565000,4565000,4623000,4721000,4721000,5973285,6179874,6491514,6829878,6829878
08_JPN,paper_paperboard_production,tonnes,13_9_pulp_paper_and_printing,11278000,10591000,10856000,11560000,12241000,13131000,13472000,13614000,13778000,14764000,15359000,15811000,15459000,15304000,15750000,16001000,16062000,16710000,15720000,15988000,16653000,16078000,15858000,15727000,15812000,15758000,15784000,15799000,15446000,13693000,14468000,14633000,14283000,14444000,15001000,15013000,15208000,15499000,15591000
09_ROK,paper_paperboard_production,tonnes,13_9_pulp_paper_and_printing,1138000,1210000,1160000,1334000,1512000,1591000,1886000,2172000,2546000,2808000,3083000,3440000,3851000,3945000,4211000,4491000,4736000,4929000,4425000,5281000,5524000,5613000,5920000,6299000,6357000,6522000,6335000,6743000,5912000,5974000,6436000,6553000,7251000,7695000,7934000,8101000,8324000,7604000,7863000
10_MAS,paper_paperboard_production,tonnes,13_9_pulp_paper_and_printing,80000,61000,65000,43000,47000,50000,70000,72000,95000,122000,145000,162000,435000,462000,413000,501000,527000,582000,636000,636000,430000,495000,495000,562000,560000,560000,700000,700000,700000,1142000,1180000,1476000,1673000,1415000,1300000,1300000,1300000,1300000,1300000
11_MEX,paper_paperboard_production,tonnes,13_9_pulp_paper_and_printing,1337000,381200,1409000,1458000,1531000,1660000,1650000,1755000,2350000,2269000,1947000,1963000,1991000,1769000,1902000,2273000,2273000,2563000,2740000,2841999,2949000,3147000,3069000,3195000,3678000,3823000,3870000,3659000,3504000,3656000,3857000,3843000,3969000,4122000,4151000,4582000,4952000,5080000,5298000
12_NZ,paper_paperboard_production,tonnes,13_9_pulp_paper_and_printing,321000,360000,364000,367000,414000,424000,413000,393000,398000,399000,424000,459000,342000,457000,478000,494000,473000,479000,439000,446000,488000,497000,518000,448000,537000,573000,574000,580000,585000,579000,591000,503000,578825,586000,589029,580000,531000,588000,588000
13_PNG,paper_paperboard_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14_PE,paper_paperboard_production,tonnes,13_9_pulp_paper_and_printing,133000,179000,179000,99000,97000,101000,100000,153000,183000,218000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15_RP,paper_paperboard_production,tonnes,13_9_pulp_paper_and_printing,185000,168000,141000,170000,172000,181000,124000,161000,179000,140000,99000,278000,301000,305000,305000,321000,321000,321000,535000,540000,536000,502000,502000,502000,502000,502000,502000,502000,502000,502000,502000,520200,620000,585000,585000,585000,754000,785000,830000
16_RUS,paper_paperboard_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,3977000,2949000,1944000,2130000,1546000,1703000,1726000,2347000,3041000,3254000,3757000,3974000,4245000,4556000,4840000,5033000,5188000,4893000,3125000,5237000,5425000,5478396,5407000,5674000,6252480,6376871,6556000
