economy,item,unit,item_code_new,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
14_PE,wood_gva,million US Dollars,13_10_wood_and_wood_products,,,,,,,,,,,,,,,,,,,,,,,,,,374.5,434.8,520.8,604.8,507.4,601.8,611.5,652.6,617.8,582,507.2,641.9090909,635.7469421,627.0107889
15_RP,wood_gva,million US Dollars,13_10_wood_and_wood_products,,,,,,,,,,,,,,,,,,,,,,,,,,292.8,327.2,413,481.7,426.8,619.3,706.6,661.5,850.2,900.2,913.9,1000.209091,1073.499669,1142.986326
16_RUS,wood_gva,million US Dollars,13_10_wood_and_wood_products,,,,,,,,,,,,,,,,,,,,,,,,,,2606.3,3253,4492.4,4911.9,3278.6,3698.9,3915.3,4053.7,4729.5,4492.9,3024.5,4224.210909,4060.485785,3901.83093
17_SIN,wood_gva,million US Dollars,13_10_wood_and_wood_products,,,,,,,,,,,,,,,,,,,,,,,,,,43.6,49.7,58.4,62.1,62.4,77.3,84,88.6,90,91,85.6,101.7690909,105.8433058,109.668012
18_CT,wood_gva,million US Dollars,13_10_wood_and_wood_products,,,,,,,,,,,,,,,,,,,,,,,,,,316.1,325.2,292.3,303.2,263.5,299.7,323.4,327.8,340.1,354.6,350.4,347.3872727,357.7171901,372.2477716
19_THA,wood_gva,million US Dollars,13_10_wood_and_wood_products,,,,,,,,,,,,,,,,,,,,,,,,,,697.9,616.8,714.7,786.9,752.9,885.8,969.6,1017.6,1081.8,1049.1,1027.9,1154.196364,1215.171405,1254.261205
20_USA,wood_gva,million US Dollars,13_10_wood_and_wood_products,,,,,,,,,,,,,,,,,,,,,,,,,,34865,31770.8,29130.6,25326.4,20667.4,22081.3,22126.9,23536.7,26465.4,27565,29104,23563.02545,24410.06198,25450.22677
21_VN,wood_gva,million US Dollars,13_10_wood_and_wood_products,,,,,,,,,,,,,,,,,,,,,,,,,,204.2,234.5,278.8,355.1,380.7,413.9,483.1,563.6,619.1,677.5,720.1,769.6072727,828.7880992,885.8106476
01_AUS,machinery_gva,million US Dollars,13_6_machinery,,,,,,,,,,,,,,,,,,,,,,,,,,3135.2,3255.6,3996.6,3859.7,3846.6,4920.6,5990.4,5782.1,5191.1,5197.4,3264.4,5384.625455,5441.552893,5424.943465
02_BD,machinery_gva,million US Dollars,13_6_machinery,,,,,,,,,,,,,,,,,,,,,,,,,,43.9,48.6,63.5,78.9,76.7,80.2,118.4,152.9,174.8,115.5,111.7,158.4745455,168.3816529,176.7527333
03_CDA,machinery_gva,million US Dollars,13_6_machinery,,,,,,,,,,,,,,,,,,,,,,,,,,10763.9,11982.6,13041.3,12727.6,10144.6,11441.6,14505.9,15257.9,14722.2,13883.2,16467.8,15935.5,16368.68,16965.34909
04_CHL,machinery_gva,million US Dollars,13_6_machinery,,,,,,,,,,,,,,,,,,,,,,,,,,598.4,1137.2,1215.6,652.7,690.1,837.1,1024.5,1163.2,1185,925.6,1397.7,1225.029091,1221.365124,1309.541764
05_PRC,machinery_gva,million US Dollars,13_6_machinery,,,,,,,,,,,,,,,,,,,,,,,,,,61229.2,75813.7,101005.2,135646.8,153314,184088.3,224357.6,217459.2,253750.5,277485.9,269358.2,316150.1327,339031.1592,359775.0262
06_HKC,machinery_gva,million US Dollars,13_6_machinery,,,,,,,,,,,,,,,,,,,,,,,,,,365,460.7,456.3,520.4,530.4,485.1,573.6,604.2,630.8,678.6,745.7,741.4945455,767.3580165,804.7103201
07_INA,machinery_gva,million US Dollars,13_6_machinery,,,,,,,,,,,,,,,,,,,,,,,,,,1130.6,1650.9,1986.1,2595.4,2441.7,2593.1,2640.9,2620.2,2415.5,2762.7,2761.4,3098.310909,3095.920331,3108.310765
08_JPN,machinery_gva,million US Dollars,13_6_machinery,,,,,,,,,,,,,,,,,,,,,,,,,,132929.9,134068.7,139278.2,158249.7,126817.3,150440,171367.2,178412.3,143463.3,139187.1,133494.5,152740.4,152008.9836,150200.1959
09_ROK,machinery_gva,million US Dollars,13_6_machinery,,,,,,,,,,,,,,,,,,,,,,,,,,18506.5,21035.7,23526,21674.6,19162.5,25060,28650.3,29414.3,31443.3,33752.4,33518.1,35502.73091,37201.05851,39187.70356
10_MAS,machinery_gva,million US Dollars,13_6_machinery,,,,,,,,,,,,,,,,,,,,,,,,,,1326.7,2354.8,2873.9,3317.1,3005,2271.1,4219.5,4488.3,4561.7,4828.7,4352.8,5253.403636,5426.428595,5691.19334
11_MEX,machinery_gva,million US Dollars,13_6_machinery,,,,,,,,,,,,,,,,,,,,,,,,,,5211.9,5869.5,6096.4,6527.8,4590.5,6949.8,8027.2,8579.8,8792.7,8628.9,8347.8,9366.392727,9770.313719,10249.9391
12_NZ,machinery_gva,million US Dollars,13_6_machinery,,,,,,,,,,,,,,,,,,,,,,,,,,990.7,895.2,1115.8,1161.7,1026.3,1254.4,1406.6,1504.8,1494.4,1698.4,1518.1,1717.969091,1809.592397,1872.291318
13_PNG,machinery_gva,million US Dollars,13_6_machinery,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14_PE,machinery_gva,million US Dollars,13_6_machinery,,,,,,,,,,,,,,,,,,,,,,,,,,316.2,368.7,243,294.2,267.1,342.4,571.6,672.6,715,815.5,1239.6,1015.890909,1141.176694,1286.265079
15_RP,machinery_gva,million US Dollars,13_6_machinery,,,,,,,,,,,,,,,,,,,,,,,,,,392.7,281.3,576.2,663.6,640.2,781.8,863.1,623.6,1050,1101,1134.4,1203.532727,1291.751901,1341.492625
16_RUS,machinery_gva,million US Dollars,13_6_machinery,,,,,,,,,,,,,,,,,,,,,,,,,,4866.3,5862.4,8283.1,11670.1,6575.7,7918.2,10846,12317.8,10968.1,9307.2,6013.3,10409.92182,10184.02612,9809.048968
17_SIN,machinery_gva,million US Dollars,13_6_machinery,,,,,,,,,,,,,,,,,,,,,,,,,,2104.6,2951,3569.3,3837.6,3851.9,4718.6,3427.9,3564.8,3991.2,4112,3957.6,4419.050909,4336.893058,4298.675029
18_CT,machinery_gva,million US Dollars,13_6_machinery,,,,,,,,,,,,,,,,,,,,,,,,,,4866.6,4998.9,5252.5,5166.1,4817.9,5675.4,6921.6,7215.9,7427.6,7773.6,7718.7,8244.321818,8692.464298,9150.599216
19_THA,machinery_gva,million US Dollars,13_6_machinery,,,,,,,,,,,,,,,,,,,,,,,,,,1797.5,1971,2382.9,2619.7,2506.3,2998.2,3258.2,3418.1,3641.2,3550,3668.3,4080.687273,4254.269917,4407.445127
20_USA,machinery_gva,million US Dollars,13_6_machinery,,,,,,,,,,,,,,,,,,,,,,,,,,114887,122251.6,129732.2,129727.4,115560.6,122086.9,136712.4,143054.2,146790.1,150838.4,147210,153074.1436,156318.8977,160401.3508
21_VN,machinery_gva,million US Dollars,13_6_machinery,,,,,,,,,,,,,,,,,,,,,,,,,,544.7,627.2,728.6,711.5,760.7,822.1,957.8,1115.7,1227,1348.1,1387.9,1453.770909,1553.09124,1658.442368
01_AUS,vehicles_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,3854.9,3773.5,4474.9,4441.1,4368.3,5077.7,5830,4827.2,3615.5,3446.5,2799.1,3849.992727,3624.310083,3297.588691
02_BD,vehicles_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,28.1,30.7,38.3,44.4,43.7,49.1,67.2,83.2,94.5,65.5,65.4,87.94,93.28181818,97.91666116
03_CDA,vehicles_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,18183.8,17007.3,17166.6,12562.6,9017.4,13097.4,13181.7,14306,13866.7,13957.9,15329.9,12767.98909,13108.30331,13589.69419
04_CHL,vehicles_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,137.1,251.9,337.4,96.7,86.8,106.6,117.5,122,210.1,114.5,316.2,174.9072727,167.4535537,182.361722
05_PRC,vehicles_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,32155.3,38088.6,45293.4,63749.2,72514.5,84677.6,105065.9,118318.6,113631.4,123697.2,130024,148573.1782,159624.7302,169747.3788
06_HKC,vehicles_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,1172.7,1083.8,1187.5,1231.4,1359.4,1419.3,1611.3,1887.4,2069.9,2224.6,2467.7,2442.234545,2641.230744,2822.32913
07_INA,vehicles_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,6023.4,7687.5,9002.7,11010.8,11112.6,13814.8,16400.4,16613.1,17483.7,16548.7,15735.3,19726.98364,20609.61769,21459.0741
08_JPN,vehicles_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,130975,123874.7,129495.3,129605.3,109096.8,139360.9,129542.9,160121.9,131290.6,130534.6,125259.6,135464.9345,137183.1326,137602.9716
09_ROK,vehicles_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,20447,23409.9,27279.7,22436.5,20426.5,28392.6,33861.7,34554.6,37912.7,40473.7,41335.9,43262.98727,45798.95719,48712.91141
10_MAS,vehicles_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,599.5,794.6,960.6,1165.7,1028.6,1231.7,1462.1,1536.2,1578,1642.3,1437.7,1800.190909,1863.578512,1930.638467
11_MEX,vehicles_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,15925.7,19033.9,20077.9,19946.8,14170.8,21054.5,24934.7,28892,31265.5,34797.9,36066.3,36522.87818,39050.0357,42107.3426
12_NZ,vehicles_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,169,122.2,146.4,148.1,128.8,169.7,222.8,180.8,196.9,230.7,284.6,253.9763636,277.1859504,293.1384944
13_PNG,vehicles_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14_PE,vehicles_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,218.1,258,214.7,208.7,232.1,314.8,370.5,430.9,464.2,475,652.4,587.4436364,643.188595,708.4893403
15_RP,vehicles_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,1031,695.5,1747,2079.7,1737.8,2499.7,2735.2,2421.2,2796.7,2927.1,2939.6,3417.258182,3615.742975,3676.94452
16_RUS,vehicles_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,3144.8,4144.6,5683.2,5506.8,2256,4533.9,6651.2,8525.1,7135.5,6682.8,3509.1,6711.890909,6744.640331,6831.046401
17_SIN,vehicles_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,208.6,333.1,400.3,431,432.7,538.4,667.9,685.5,646.2,750,709.8,836.0727273,872.8500826,918.2025094
18_CT,vehicles_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,3000.8,3077.8,2935.4,2984.3,2807.9,3241.9,3914.8,3855.3,4008.1,4461.7,4501.7,4568.541818,4823.307934,5103.403083
19_THA,vehicles_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,3467.2,4018.9,4909.6,5509,5293.4,6760.5,7139.4,7669.9,8168.9,7946.8,7843.6,9168.252727,9572.926446,9944.189551
20_USA,vehicles_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,136908.2,134632.1,125258.5,91667.5,48438.5,92904,111115.7,125597.6,133496.4,144899.8,160519.3,135824.0036,146368.9831,160269.6514
21_VN,vehicles_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,657.2,762.5,903.3,1166.3,1251.3,1367.3,1581.9,1848.3,2027.9,2205.3,2271.2,2489.841818,2675.53157,2853.671678
01_AUS,other_transport_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,2796.7,2737.6,2896.3,2142.3,2327.4,3514,4216.2,4044.2,3399.7,3589,2613,3644.576364,3761.293223,3860.235684
02_BD,other_transport_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,16.2,21.8,23.1,27.4,20.2,22.9,31.5,38.3,36.3,34.4,26.2,36.56,37.41272727,38.7886281
03_CDA,other_transport_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,6730.6,7514.5,8587,9410.7,7947.1,8438.1,9232.6,9991.7,10725.1,11198.5,9133.2,10934.14364,11106.02314,11296.40554
04_CHL,other_transport_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,391.8,404.4,372.2,203.7,176.2,206.7,226.6,237.6,256.3,217.7,543,282.1836364,300.8831405,335.3397205
05_PRC,other_transport_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,12177.6,14555.9,19598.2,24682.8,27949,32977.2,41167.8,47115.3,49027,52929.6,54360.8,62091.8,67010.36727,71557.05537
06_HKC,other_transport_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,222.1,288,266,295,299.8,320.7,351.5,371.3,398.6,417,456.6,460.0872727,478.8008264,506.9145485
07_INA,other_transport_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,363.3,480.6,558.2,682,687,833.3,1095.3,943.7,773,773.3,595.3,920.8309091,916.9130579,908.8852111
08_JPN,other_transport_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,16738.3,16547.5,18254.9,24213.2,23818.6,29241.6,29750.1,23423.9,19175.1,17503.7,20555.5,23385.18,22796.71273,21586.60208
09_ROK,other_transport_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,10277.2,13177.7,17145.2,18518.6,17092.9,20437.4,20608,20922.2,20216.3,19828.3,16578.9,21835.50909,21579.24876,21284.92236
10_MAS,other_transport_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,788.9,686.3,814.7,949.8,837.9,943.3,1143.1,1144.5,1175.2,1230.3,1140.1,1298.087273,1364.544463,1403.143144
11_MEX,other_transport_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,1293.2,1353.2,1377.7,1583.7,1146.1,1209.8,1677.8,2260.9,2500.1,2821.4,3222.9,2991.96,3270.330909,3571.449785
12_NZ,other_transport_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,495,471.8,605.4,474.7,518.4,615.1,601.9,560.5,607.6,597.2,498.6,592.2709091,594.8494215,587.5762524
13_PNG,other_transport_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14_PE,other_transport_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,79.8,94.8,73.7,105.3,111.2,155.1,180.4,213.7,249.3,261,222.9,278.46,303.2781818,329.8306116
15_RP,other_transport_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,324,325.3,444.1,517.8,505.7,606.5,692,739.3,917.4,968.1,985.4,1071.094545,1153.950744,1226.49313
16_RUS,other_transport_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,3627.1,4107.1,4682,7257.5,6632,7600.6,9670.2,12323.2,13538,13265.9,11921,15029.99818,16191.42479,17266.66664
17_SIN,other_transport_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,2683,3048.4,3657.6,3928.5,3942.4,4548.2,5917.9,8243.6,8205.4,8247.2,7861.9,9349.761818,10095.61521,10835.41373
18_CT,other_transport_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,2156.3,2130.3,2301.9,2761.8,2287.9,2581.2,2985.7,3046.1,3062.1,3269.6,3468.9,3532.010909,3686.860331,3816.834401
19_THA,other_transport_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,798.5,785.3,926.9,1025.8,962.2,1298.8,1259.9,1324.5,1403.6,1362.9,1331.2,1532.641818,1597.997025,1643.953662
20_USA,other_transport_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,89913.9,96265.8,114047.8,111581.4,111854.6,112157.1,115435.7,114053.2,119137.2,125222.8,134148.8,132754.14,134436.1145,135894.334
21_VN,other_transport_gva,million US Dollars,13_5_transportation_equipment,,,,,,,,,,,,,,,,,,,,,,,,,,257.5,292.8,344,452.6,486.4,528.8,616.2,714.2,779.1,866.1,890.5,970.7363636,1044.875041,1115.413073
01_AUS,construction_gva,million US Dollars,13_11_construction,,,,,,,,,,,,,,,,,,,,,,,,,,49050.9,53991.6,65787.7,73443,72662.7,90622.1,115216.5,123985.6,120735.5,116606.5,96505.6,132394.2727,138752.8919,144045.5359
02_BD,construction_gva,million US Dollars,13_11_construction,,,,,,,,,,,,,,,,,,,,,,,,,,64,74.8,79.8,93.3,66.6,75,98.1,101.2,95.9,89.2,64.5,90.52909091,89.35421488,88.85779715
03_CDA,construction_gva,million US Dollars,13_11_construction,,,,,,,,,,,,,,,,,,,,,,,,,,64821.1,79579.3,95111.6,105014.8,92483.6,112080.9,123009.2,135090.8,138201.3,135220.8,108771.1,144249.2836,147149.4013,150259.9627
04_CHL,construction_gva,million US Dollars,13_11_construction,,,,,,,,,,,,,,,,,,,,,,,,,,5708.1,7245.9,8521.4,11352.4,11102.6,12828.3,15037.4,17174.2,18427,16722.4,16177.4,20147.79273,21170.88099,22141.86175
05_PRC,construction_gva,million US Dollars,13_11_construction,,,,,,,,,,,,,,,,,,,,,,,,,,108722.7,134047.4,172385,233685.1,287340.1,343139.9,432013.8,494980.8,562221.9,623485.4,641204.3,718853.4436,785958.6213,850171.6612
06_HKC,construction_gva,million US Dollars,13_11_construction,,,,,,,,,,,,,,,,,,,,,,,,,,5076,6200.6,6751.5,6776.4,6569.2,6038.1,7697.9,8177.7,8492.4,8976.3,9461.1,9593.325455,9906.10562,10352.039
07_INA,construction_gva,million US Dollars,13_11_construction,,,,,,,,,,,,,,,,,,,,,,,,,,18538.2,25155.4,30785.2,40164.7,50000.3,68397.1,80458.8,84961.6,85804.8,87023,87172.6,107628.5273,115231.8372,122304.5801
08_JPN,construction_gva,million US Dollars,13_11_construction,,,,,,,,,,,,,,,,,,,,,,,,,,264805.6,250721.1,233978.5,255571.2,271850.8,273227.8,301894.6,306870,274389.3,268311,241269.1,278801.7764,282253.4369,282867.7552
09_ROK,construction_gva,million US Dollars,13_11_construction,,,,,,,,,,,,,,,,,,,,,,,,,,51960.2,57408.1,62408.4,52282.3,46682.3,50718.5,52862.7,53227.7,58684.1,63883.4,65876.1,61038.29091,61915.87306,63905.09285
10_MAS,construction_gva,million US Dollars,13_11_construction,,,,,,,,,,,,,,,,,,,,,,,,,,3891.7,4488,5392.6,6553.8,5647.6,6687.2,7918.9,8334.3,8561,8942.7,7688.3,9580.88,9942.541818,10266.34175
11_MEX,construction_gva,million US Dollars,13_11_construction,,,,,,,,,,,,,,,,,,,,,,,,,,67192.4,77679.6,84193,92202.4,73048.3,81143.9,91500.2,92616.7,92827.8,94549.9,84669.4,95604.93273,95436.37008,96135.53015
12_NZ,construction_gva,million US Dollars,13_11_construction,,,,,,,,,,,,,,,,,,,,,,,,,,6132,6247.6,7865.3,7314.2,6553.3,7583.9,8600,9438.6,10257.3,11568.5,10662.6,11515.28727,12121.68446,12682.27951
13_PNG,construction_gva,million US Dollars,13_11_construction,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14_PE,construction_gva,million US Dollars,13_11_construction,,,,,,,,,,,,,,,,,,,,,,,,,,3745.7,4348,5204,6748.5,7119.2,9172.5,10022.1,12535.9,13839.2,14299,12471.5,15799.58,17002.65091,18128.0796
15_RP,construction_gva,million US Dollars,13_11_construction,,,,,,,,,,,,,,,,,,,,,,,,,,4318,4979.3,5107.4,6035,5834.6,6913.9,7827.5,8952,9478.2,9922,10166,11045.81455,11744.87983,12487.48625
16_RUS,construction_gva,million US Dollars,13_11_construction,,,,,,,,,,,,,,,,,,,,,,,,,,39945.7,50371.2,73203.1,102434.1,75665.1,97268.4,138806.5,150950.7,144625.4,125531,80754.8,146093.7927,149775.6464,151470.6692
17_SIN,construction_gva,million US Dollars,13_11_construction,,,,,,,,,,,,,,,,,,,,,,,,,,4177.9,6602.7,7877.9,8410,8438.5,10429.9,12798.2,13094.1,13681,15059.2,14301.9,16747.38364,17559.13769,18553.60137
18_CT,construction_gva,million US Dollars,13_11_construction,,,,,,,,,,,,,,,,,,,,,,,,,,9827,10150.3,10845.1,11146.3,9778.9,11749.7,12100.4,12102.2,12521.2,13087.6,12797.6,13420.41636,13744.78777,14067.52425
19_THA,construction_gva,million US Dollars,13_11_construction,,,,,,,,,,,,,,,,,,,,,,,,,,3522.5,4032.9,4808,5334.4,5079.4,6247.6,6682.2,7117.8,7532.9,7270.5,7097.3,8293.338182,8611.206612,8905.076024
20_USA,construction_gva,million US Dollars,13_11_construction,,,,,,,,,,,,,,,,,,,,,,,,,,654104.6,698228.1,714988,652984.2,577295.5,541616.9,546614.4,583646,620779.8,674428.5,739913.7,630338.0636,632089.3722,646203.0678
21_VN,construction_gva,million US Dollars,13_11_construction,,,,,,,,,,,,,,,,,,,,,,,,,,2864.3,3277.5,3833.7,5086.9,5491.1,5944.2,6863,7880.8,8604.9,9342.9,9751.7,10629.46727,11411.32628,12151.60853
