economy,item,unit,item_code_new,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
19_THA,8th_food_beverage_tobacco_production_projection,GVA millions USD,14_8_food_beverages_and_tobacco,16446.4,19209.2,21746.7,22928.2,24200.4,23454.1,22776.0,26758.27091,27755.21306,28726.05939
19_THA,8th_pulp_paper_production_projection,tonnes,14_9_pulp_paper_and_printing,4180000.0,4362000.0,4396000.0,4386000.0,4525000.0,4525000.0,4829000.0,5084000.0,5158835.951193963,5262012.670217843
19_THA,8th_wood_production_projection,GVA millions USD,14_10_wood_and_wood_products,752.9,885.8,969.6,1017.6,1081.8,1049.1,1027.9,1154.196364,1215.171405,1254.261205
19_THA,8th_construction_production_projection,GVA millions USD,14_11_construction,5079.4,6247.6,6682.2,7117.8,7532.9,7270.5,7097.3,8293.338182,8611.206612,8905.076024
19_THA,8th_textiles_production_projection,GVA millions USD,14_12_textiles_and_leather,8027.0,9946.4,10644.0,11289.7,12026.1,11681.5,11509.6,13074.69091,13759.35669,14264.82326
19_THA,8th_nonspecified_production,index,14_13_nonspecified_industry,189.50205442346606,202.74534170830253,203.46921291395995,217.18447099125814,222.01123100197185,223.23288354196467,229.30479824677917,236.11898468901407,244.77418179947438,254.07881452772818
20_USA,8th_steel_production_projection,thousand tonnes,14_1_iron_and_steel,59384.0,80495.0,86398.0,88695.0,86878.0,88174.0,78845.0,78475.0,81612.209,86607.386
20_USA,8th_steel_production_projection_nz,thousand tonnes,14_1_iron_and_steel,59384.0,80495.0,86398.0,88695.0,86878.0,88174.0,78845.0,78475.0,81612.209,86607.386
20_USA,8th_chemicals_production_projection,thousand tonnes,14_2_chemical_incl_petrochemical,60770.6,62840.8,62949.8,60778.4,61828.8,61297.8,66750.6,65957.8,69500.28,70823.56095826607
20_USA,8th_chemicals_production_projection_nz,thousand tonnes,14_2_chemical_incl_petrochemical,60770.6,62840.8,62949.8,60778.4,61828.8,61297.8,66750.6,65957.8,69500.28,70823.56095826607
20_USA,8th_aluminium_production_projection,thousand tonnes,14_3_non_ferrous_metals,1727.162,1725.73,1986.026,2070.314,1946.035,1710.415,1586.512,841.0,741.0,891.0
20_USA,8th_cement_production_projection,thousand tonnes,14_4_nonmetallic_mineral_products,64843.0,67202.0,68639.0,74934.141,77414.561,83188.0,84300.0,85000.0,86600.0,88500.0
20_USA,8th_cement_production_projection_nz,thousand tonnes,14_4_nonmetallic_mineral_products,64843.0,67202.0,68639.0,74934.141,77414.561,83188.0,84300.0,85000.0,86600.0,88500.0
20_USA,8th_transport_production_projection,GVA millions USD,14_5_transportation_equipment,160293.1,205061.1,226551.4,239650.8,252633.59999999998,270122.6,294668.1,268578.1436,280805.0976,296163.9854
20_USA,8th_machinery_production_projection,GVA millions USD,14_6_machinery,115560.6,122086.9,136712.4,143054.2,146790.1,150838.4,147210.0,153074.1436,156318.8977,160401.3508
20_USA,8th_mining_production_projection,GVA millions USD,14_7_mining_and_quarrying,37697.7,41865.3,46765.9,47131.2,43929.8,44866.4,41179.7,49260.68182,49678.51884,50554.31032
20_USA,8th_food_beverage_tobacco_production_projection,GVA millions USD,14_8_food_beverages_and_tobacco,219888.3,205110.7,192496.1,205993.0,215157.8,227281.3,248447.3,242087.4945,247733.3017,254686.3716
20_USA,8th_pulp_paper_production_projection,tonnes,14_9_pulp_paper_and_printing,71355455.0,75772845.0,76430822.0,74492000.0,71732298.0,73093000.0,72397000.0,71902239.0,72567584.4489083,72970374.94174111
20_USA,8th_wood_production_projection,GVA millions USD,14_10_wood_and_wood_products,20667.4,22081.3,22126.9,23536.7,26465.4,27565.0,29104.0,23563.02545,24410.06198,25450.22677
20_USA,8th_construction_production_projection,GVA millions USD,14_11_construction,577295.5,541616.9,546614.4,583646.0,620779.8,674428.5,739913.7,630338.0636,632089.3722,646203.0678
20_USA,8th_textiles_production_projection,GVA millions USD,14_12_textiles_and_leather,25063.1,26075.9,25396.0,26231.1,27069.5,28088.1,27632.7,24530.22545,24517.4238,24677.27652
20_USA,8th_nonspecified_production,index,14_13_nonspecified_industry,133.66427207486785,135.89154095364532,136.85961170537502,138.84222644644103,140.34662107752348,142.76234021001815,145.8659540955499,147.17153587342136,149.4770138277548,152.90655884055775
21_VN,8th_steel_production_projection,thousand tonnes,14_1_iron_and_steel,2700.0,4314.0,4900.0,5298.0,5474.0,5847.0,5647.0,7811.0,11473.0,15471.0
21_VN,8th_steel_production_projection_nz,thousand tonnes,14_1_iron_and_steel,2700.0,4314.0,4900.0,5298.0,5474.0,5847.0,5647.0,7811.0,11473.0,15471.0
21_VN,8th_chemicals_production_projection,thousand tonnes,14_2_chemical_incl_petrochemical,450.0,450.0,450.0,980.0,1150.0,1250.0,1250.0,1250.0,1250.0,1316.3793103448277
21_VN,8th_chemicals_production_projection_nz,thousand tonnes,14_2_chemical_incl_petrochemical,450.0,450.0,450.0,980.0,1150.0,1250.0,1250.0,1250.0,1250.0,1316.3793103448277
21_VN,8th_aluminium_production_projection,thousand tonnes,14_3_non_ferrous_metals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21_VN,8th_cement_production_projection,thousand tonnes,14_4_nonmetallic_mineral_products,48810.0,55801.0,58271.0,55531.0,58000.0,60507.0,67400.0,77300.0,78800.0,80000.0
21_VN,8th_cement_production_projection_nz,thousand tonnes,14_4_nonmetallic_mineral_products,48810.0,55801.0,58271.0,55531.0,58000.0,60507.0,67400.0,77300.0,78800.0,80000.0
21_VN,8th_transport_production_projection,GVA millions USD,14_5_transportation_equipment,1737.6999999999998,1896.1,2198.1000000000004,2562.5,2807.0,3071.4,3161.7,3460.5781816,3720.4066110000003,3969.0847510000003
21_VN,8th_machinery_production_projection,GVA millions USD,14_6_machinery,760.7,822.1,957.8,1115.7,1227.0,1348.1,1387.9,1453.770909,1553.09124,1658.442368
21_VN,8th_mining_production_projection,GVA millions USD,14_7_mining_and_quarrying,767.5,794.8,1492.0,1654.8,1813.8,1969.6,2055.3,2303.041818,2542.682479,2778.162918
21_VN,8th_food_beverage_tobacco_production_projection,GVA millions USD,14_8_food_beverages_and_tobacco,5051.7,5523.0,6397.9,7187.3,7991.8,8773.1,9022.4,9842.225455,10568.88017,11262.75702
21_VN,8th_pulp_paper_production_projection,tonnes,14_9_pulp_paper_and_printing,1383976.0,1601000.0,1600000.0,1737000.0,1742000.0,1742000.0,1742000.0,1742000.0,1742174.2,1750885.071
21_VN,8th_wood_production_projection,GVA millions USD,14_10_wood_and_wood_products,380.7,413.9,483.1,563.6,619.1,677.5,720.1,769.6072727000001,828.7880992,885.8106475999999
21_VN,8th_construction_production_projection,GVA millions USD,14_11_construction,5491.1,5944.2,6863.0,7880.8,8604.9,9342.9,9751.7,10629.46727,11411.32628,12151.60853
21_VN,8th_textiles_production_projection,GVA millions USD,14_12_textiles_and_leather,7643.8,8725.3,10259.0,11579.7,13480.6,14883.7,15349.6,16432.68727,17748.97901,19066.84843
21_VN,8th_nonspecified_production,index,14_13_nonspecified_industry,288.6780594145051,304.16325153583153,319.85792328266484,333.1537039046099,347.53778081271423,364.47272402770074,384.7757716941177,404.4691239483748,427.6374729656477,453.3658469584482
