Economy,Predicted Steel Production per capita,Year,Population,Predicted Steel Production
RP,8.68641389141708e-06,1999,76325.927,0.6629985925680859
RP,8.70179171058864e-06,2000,77991.757,0.6786680245568436
RP,8.79457001558445e-06,2001,79672.869,0.700688624762988
RP,8.887510798703876e-06,2002,81365.26,0.7231346268893485
RP,8.964675856399847e-06,2003,83051.97,0.7445339902854444
RP,9.058330638846762e-06,2004,84710.54400000001,0.7673361161485768
RP,9.126574302775807e-06,2005,86326.2509999999,0.7878629440315734
RP,9.22437891436645e-06,2006,87888.675,0.8107184404816058
RP,9.333372381913401e-06,2007,89405.4819999999,0.8344546564904548
RP,9.412907007697271e-06,2008,90901.96699999999,0.8556517621877661
RP,9.673342602656167e-06,2009,92414.161,0.893953840690026
RP,9.686514928247245e-06,2010,93966.784,0.9102106559753843
RP,9.813016773543196e-06,2011,95570.049,0.9378304938853451
RP,9.905655633696718e-06,2012,97212.63900000001,0.9629549251768754
RP,9.957810505356438e-06,2013,98871.558,0.9845442389333584
RP,9.995055000978063e-06,2014,100513.13699999999,1.0046343326358431
RP,1.0102288220496388e-05,2015,102113.20599999999,1.031577038130921
RP,1.0177154667149548e-05,2016,103663.81199999999,1.0550026481103132
RP,1.0240082377218086e-05,2017,105172.921,1.07697937489265
RP,1.0329380853401185e-05,2018,106651.394,1.101642867172146
RUS,0.0004644916848598973,1990,147531.562,68.5271838033924
RUS,0.00044966233165751556,1991,147995.584,66.5480393764557
RUS,0.00040712511516947724,1992,148268.576,60.36386108001439
RUS,0.00038498245225139293,1993,148373.584,57.12122621764804
RUS,0.0003541510955254625,1994,148349.443,52.53811775904216
RUS,0.00034582292185728823,1995,148227.471,51.260457120736454
RUS,0.0003386960483613391,1996,148020.851999999,50.13407764747828
RUS,0.0003431773881842207,1997,147730.02,50.69760242000269
RUS,0.00033285835417966867,1998,147360.613,49.05021111408709
RUS,0.00034811651162753356,1999,146915.915,51.14385583236724
RUS,0.00037207072930552424,2000,146404.89,54.47297419619506
RUS,0.000386283909602292,2001,145830.726,56.33206297942061
RUS,0.0004001327874278947,2002,145215.707,58.105565620222436
RUS,0.00040617337253675683,2003,144610.876,58.73708721041474
RUS,0.00044311209406879475,2004,144080.649,63.843878093181004
RUS,0.0004724146964336774,2005,143672.125,67.87282331785634
RUS,0.0004910589596537271,2006,143403.258,70.41945468443502
RUS,0.0005155117121696617,2007,143266.207,73.85540766662318
RUS,0.000530080952689321,2008,143248.764,75.93344129268772
RUS,0.0004589566921700321,2009,143326.904,65.78084175881175
RUS,0.00047126013551500973,2010,143479.27300000002,67.61606163757509
RUS,0.0004543997424158008,2011,143703.027,65.29861845317086
RUS,0.00047165582598914614,2012,143993.888,67.9155561820286
RUS,0.0004652359939388483,2013,144325.456,67.14539697283752
RUS,0.0004721037610150145,2014,144664.837,68.29681363432402
RUS,0.0004915506828982196,2015,144985.059,71.26750476148867
RUS,0.00048142748170116,2016,145275.374,69.93955745801418
